Question,Answer,Correct,Title
Which of the following INCORRECTLY pairs a tool used by intermediaries with an example of its use?,"Tiered formulary- an insurance company requires a smaller copayment from patients when they use the drugs preferred by the company, usually generic drugs. 

Pre-admission review- prior to surgery, an insurance company requires that a patient get approval for a hospital stay following surgery, or else the company will not pay for the hospitalization. 

Case management- an insurance company works with doctors to ensure that a patient receives appropriate follow-up care after returning home from a hospitalization. 

Utilization review- an insurance company asks for a second physicianâs opinion before approving a patientâs surgery. ",Case management- an insurance company works with doctors to ensure that a patient receives appropriate follow-up care after returning home from a hospitalization. ,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
Which of the following is true regarding public and private health insurance?,"Within the private insurance market in the US, is uncommon for people to need to buy separate coverage for things like optometry or dental care

Individual private insurance companies in the US each offer one type of product (e.g. HMO, PPO)

Countries have either public insurance or private insurance options, but not both

If a government decides to act as a public intermediary, it can decide what type of plan to act most like (e.g. HMO, PPO)","If a government decides to act as a public intermediary, it can decide what type of plan to act most like (e.g. HMO, PPO)","Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
Which of the following does NOT accurately describe Medicaid?,"Medicaid is a government-run program that covers low-income people

Though the Federal government oversees some aspects of Medicaid, a different Medicaid program is operated by each state

Medicaid is the only public insurance program in the US with broad coverage for long-term care

Most people enrolled in Medicaid have traditional indemnity style insurance coverage",Most people enrolled in Medicaid have traditional indemnity style insurance coverage,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
Which of the following is regulated by the FDA?,"Prescription drugs

Over-the-counter drugs

Medical devices

Biologic products

All of the above",All of the above,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
"You are a drug company finishing your New Drug Application with the US FDA for a newly discovered treatment for Crohnâs disease. You received a 20-year patent in 2012 for your drug, and you are expecting your NDA approval in 2020. Based on this information, how many years will you have with your drug on the market before a generic is able to enter the market as a competitor?","20 years 

12 years 

25 years 

11 years 

8 years ",12 years ,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
Which of the following are potential uses of quality data?,"Monitoring and improvement of care

Public reporting in order to incentivize future quality improvements and assist patients in provider selection

Designing better pay-for-performance metrics

All of the above",All of the above,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
What the major reason risk adjustment methods are important to use when measuring outcomes?,"To account for variation in the types of procedures physicians use to treat the same condition

To account for differences in patients presenting with the same condition

To account for differences in diagnostic capabilities at different hospitals

To account for differences in provider efficiency between geographic regions",To account for differences in patients presenting with the same condition,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
A researcher wants to use the electronic medical record to list all of the comorbid conditions that were diagnosed in patients who died from pneumonia in the year 2015. What kind of research question is this?,"exploratory

inferential

descriptive

predictive

causal",descriptive,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following factors is relevant to assessing if a clinical research question about a disease is useful?,"The number of people the disease killed last year

The effectiveness of treatments that exist for that disease

The total spending on diagnosis and treatment of that disease

The existence of genetic risk factors for the disease

All of the above",All of the above,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
A researcher collects data about a disease from ten different medical systems. The goal of their research is to form a very large dataset in which they hope to expand what is known about risk factors for the disease. What kind of research question is this?,"Causal

Exploratory

Predictive

Inferential

None of the above",Inferential,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Why did clinical researchers use electronic medical record data to guide treatment for our example patient Laura?,"Laura's doctors were not sure about her diagnosis.

Laura might have accidentally taken the wrong medication.

Too little was known about the particular combination of medical conditions Laura had.

Some information about Laura's prior treatment was not available at the time her condition worsened.

Laura was not an adult, and only adults are studied in clinical trials.",Too little was known about the particular combination of medical conditions Laura had.,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
What is the first step in the data mining workflow?,"See which diseases kill the most people.

Design the data extraction process carefully.

Write a preliminary version of the clinical research question 

Conduct a survey of available data sources.

Interview clinicians about their workflow.",Write a preliminary version of the clinical research question ,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following statements about clinical data is true?,"Signals are structured data, because they are sampled at regularly occurring time points.

Observational data are usually quite expensive to obtain because they large.

Because they are created by clinicians, electronic medical record data are always more accurate than insurance records.

The primary product of randomized controlled clinical trials is observational data.

None of the above are true ",None of the above are true ,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following is NOT an advantage of using observational data?,"Observational datasets can be very large, and capture rare events.

Observational datasets have few biases. 

Observational datasets contain data about actual patterns of clinical practice.

Observational datasets may be available at low additional cost.

All of the above are advantages.",Observational datasets have few biases. ,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following statements is true?,"Looking for a disease-specific procedure code can increase bias.

Pharmacy records are always more accurate than the electronic medical record.

Clinicians remove diagnosis codes from the medical record if the codes are no longer accurate.

We can find biases by comparing observational datasets to manual reviews by experts of actual medical records.

All of the above are true.",We can find biases by comparing observational datasets to manual reviews by experts of actual medical records.,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following are NOT exposures?,"A list of the patient's medications from five years ago

The kinds of foods the patient usually eats

The volume of blood lost in the patient's last surgery

Whether the patient ever smoked tobacco

All of the above are exposures",All of the above are exposures,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following is NOT an example of non-stationarity?,"There are more medications available now than 40 years ago.

In the US, the rates of stomach cancer have decreased over time.

The Internet makes it easier for people to submit reports about adverse events from medications they have taken.

Electronic medical record systems were deployed at different medical centers in different years.

A patient's data were collected in 2010, but not analyzed until 2013.","A patient's data were collected in 2010, but not analyzed until 2013.","Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following statements about timescales is true?,"Data from shorter timescales are necessarily more accurate.

A timeline is a kind of timescale.

The best timescale for studying cancer is minutes.

The best timescale for making predictions about who will be discharged from the hospital is years.

None of the above are true.",None of the above are true.,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following statements is false?,"Machines in the intensive care unit can generate regularly-sampled time-series data.

Although we treat patients only when they are sick, the increased amount of data we collect can correct for any bias.

Knowing when a test was ordered can be useful, even if we do not know the result of the test.

A patient timeline typically contains all the clinical data for that patient.

All of these statements are true.","Although we treat patients only when they are sick, the increased amount of data we collect can correct for any bias.","Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of these statements is true?,"Most medical events are recorded at evenly spaced intervals.

An indicator variable marks what test was ordered, but not when.

The meaning of the ordering of clinical events, such as ""A before B,"" is always clear.

A bin is usually used for data that don't fit anywhere else on the timeline.

None of these statements are true.",None of these statements are true.,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following statements about knowledge graphs is true?,"A knowledge graph contains a representation of medical entities.

A knowledge graph may contain links to other knowledge graphs.

Important knowledge graphs are freely available to researchers.

Knowledge graphs occasionally need to be updated.

All of the above are true.",All of the above are true.,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following questions cannot be answered in a straightforward way by using a knowledge graph?,"Is diabetes mellitus a disease of the endocrine system?

Is aspirin an anti-inflammatory medication?

How many different kinds of blood tests are there?

Has a patient ever taken penicillin to treat bladder cancer? 

All of the above could be answered.",Has a patient ever taken penicillin to treat bladder cancer? ,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following statements about missing data is true?,"Missing data should be removed from the analysis.

Missing data mean that someone made a mistake.

The code ""NA"" is often used to indicate missing data.

If missing data are later found, they should automatically be inserted into the dataset at the appropriate location.

All of the above statements are true.","The code ""NA"" is often used to indicate missing data.","Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following statements about features is false?,"The unit of analysis determines what goes in the rows of a patient-feature matrix.

An indicator variable is used to mark patients who forget to take their medications.

The patient-feature matrix is a two-dimensional array that contains numbers representing measurements, counts, and other feature values.

To answer most clinical research questions, we would expect the unit of analysis to be the patient.

All of the above statements are false.",An indicator variable is used to mark patients who forget to take their medications.,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following statements is false?,"Clinical text is written in grammatical English.

Clinical text contains the same information as is in billing codes.

Clinical text is primarily written to be read by patients.

Clinical text usually uses the full name of a medication.

All of the above are false.",All of the above are false.,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
"Which of the following is an example of the present, positive mention of a medical term?","The patient has never tried riluzole.

The patient reports having rheumatic fever at age 5.

There is no family history of any kind of cancer.

The patient developed an allergic reaction to penicillin, so stopped taking it.

None of the above are present, positive mentions.","None of the above are present, positive mentions.","Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following statements about electronic phenotyping is false?,"An electronic phenotype is any mention of a disease in the electronic medical record.

An electronic phenotype should specify when the condition of interest started and stopped.

Electronic phenotyping is useful for identifying patients who could be eligible for a clinical trial.

Electronic phenotyping facilitates cross-site research, but does not guarantee that it will be error-free.

All of the above are true.",An electronic phenotype is any mention of a disease in the electronic medical record.,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following statements is true?,"A feature is the same thing as a phenotype.

A timeline is an important input to the electronic phenotyping process.

An electronic phenotype is the same as a diagnosis code.

Blood pressure is a good example of a phenotype.

None of these are true.",A timeline is an important input to the electronic phenotyping process.,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following statements is true?,"A rule-based phenotype is easy to interpret because it is always represented in English.

A rule-based phenotype is usually easier to understand than a probabilistic phenotype. 

Electronic phenotyping is best done independent of the clinical research question.

Probabilistic phenotypes are built out of inclusion and exclusion criteria.

All of the above are true.",A rule-based phenotype is usually easier to understand than a probabilistic phenotype. ,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following elements of the electronic medical record could be part of an electronic phenotype?,"A feature in a chest x-ray

Their resting heart rate at last clinic visit

The most recent measurement of HbA1c (glycosylated hemoglobin)

The patient's weight

All of the above",All of the above,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following INCORRECTLY pairs a tool used by intermediaries with an example of its use?,"Tiered formulary: an insurance company requires a smaller copayment from patients when they use the drugs preferred by the company, usually generic drugs. 

Case management: an insurance company works with doctors to ensure that a patient receives appropriate follow-up care after returning home from a hospitalization. 

Utilization review: an insurance company asks for a second physicianâs opinion before approving a patientâs surgery.

Pre-admission review: prior to surgery, an insurance company requires that a patient get approval for a hospital stay following surgery, or else the company will not pay for the hospitalization. ",Case management: an insurance company works with doctors to ensure that a patient receives appropriate follow-up care after returning home from a hospitalization. ,"Knowledge Check

Practice Quiz
.
Â â¢Â 30 min
.
Â â¢Â 
3 total points available.
3 total points"
"Assume a patient has an upcoming medical procedure that will cost $1000.  
 
 Suppose the patient is in a health plan with a $2000 deductible, after which 10% coinsurance applies.  Suppose this will be the patientâs first health care expense of the year.  How much can the patient expect to pay out of pocket for this procedure? 

$_______

Please write the answer in numeric form. No need to add a dollar sign.",,,"Knowledge Check

Practice Quiz
.
Â â¢Â 30 min
.
Â â¢Â 
3 total points available.
3 total points"
"Currently, rule-based phenotypes are constructed by groups of medical experts. The phenotypes are used by computers as discussed throughout this module. Can you think about how these rules could be used in medical education to train future clinicians?",,,"Knowledge Check

Practice Quiz
.
Â â¢Â 30 min
.
Â â¢Â 
3 total points available.
3 total points"
Which of the following is FALSE regarding healthcare delivery organizations such as physician practices or hospitals in the US?,"Physician practices and the facilities in which physicians provide services are always integrated into the same organization

Essentially all delivery organizations are a part of a physician practice or a hospital

Healthcare delivery organizations can be operated by the government

Both non-profit and for-profit organizations face economic pressures",Physician practices and the facilities in which physicians provide services are always integrated into the same organization,"Knowledge Check

Practice Quiz
.
Â â¢Â 30 min
.
Â â¢Â 
3 total points available.
3 total points"
Which of the following would NOT lead to an increase in the risk facing a population?,"Expanding employment opportunities that lead to an increase in per-capita income

Building more hospitals, and an accompanying increase in the probability that a person will be hospitalized

The arrival of a costly drug that offered a new opportunity to treat a previously untreatable condition

The creation of new surgical techniques that replace earlier less expensive techniques",Expanding employment opportunities that lead to an increase in per-capita income,"Knowledge Check

Practice Quiz
.
Â â¢Â 30 min
.
Â â¢Â 
3 total points available.
3 total points"
Which of the following is true regarding risk or risk pooling?,"Risk pooling normally replaces an individualâs small chance of facing a potentially large cost with the certainty of facing a smaller cost. 

Risk pooling does not occur in countries where the government pays for healthcare using tax revenues. 

Risk pooling is beneficial for patients, but not for healthcare providers. 

Risk pooling typically reduces the chance that someone would get health care that they donât really need. ",Risk pooling normally replaces an individualâs small chance of facing a potentially large cost with the certainty of facing a smaller cost. ,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
"Which of the following most accurately describes a âphysician network,â in the context of U.S. health insurance?","A group of physicians who have been contracted by an insurance company to provide care to the insurance companyâs members

A group of physicians who are within the same geographic area

A group of physicians who have independently agreed to work together on the care of a single patient covered by an insurer

A group of physicians who all work at hospitals contracted by the insurer",A group of physicians who have been contracted by an insurance company to provide care to the insurance companyâs members,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
Which of the following is true of capitation?,"Capitation combats the problem of adverse selection since providers will want to take the sickest patients. 

Capitation shifts risk from the provider to the insurer.

Capitation pays the provider a fixed amount for a specific service; for example, one knee replacement. 

Physicians will benefit from having as few people in their panel as possible.

Capitation incentivizes providers to provide fewer costly, time-intensive services than fee for service payments. ","Capitation incentivizes providers to provide fewer costly, time-intensive services than fee for service payments. ","Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
Which of the following does NOT accurately match a hospital reimbursement term with a description?,"Per diem, Medicare reimburses a hospital for each day a patient is admitted

Fee-for-service, An insurance company reimburses a hospital for each laboratory service given to a patient

Prospective payment, Medicare reimburses a hospital a fixed amount for a patient admitted with a diagnosis of pneumonia, regardless of the care received 

Global budget, Medicaid reimburses a hospital for every treatment a patient receives during the length of her stay ","Global budget, Medicaid reimburses a hospital for every treatment a patient receives during the length of her stay ","Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
"Consider a person who has a very high expected medical spending for a year. They donât have a preference for what providers they see, and their only priority is to get their care for the lowest cost possible (cost considers both the premium and out-of-pocket payments). Based on this information alone, what type of health insurance plan might they most likely prefer?","High Deductible Health Plan (HDHP)

Preferred Provider Organization (PPO) 

Traditional Indemnity 

Health Maintenance Organization (HMO) ",Traditional Indemnity ,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
"Assume a patient has an upcoming medical procedure that will cost $1000.  
 
 

Suppose the patient is in a health plan with a $50 copay for medical procedures.  Suppose that the patient has previously had $2000 in health care expenses in the year.  How much can the patient expect to pay out of pocket for this procedure?
 

$_______

Please write the answer in numeric form. No need to add a dollar sign.",,,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
Which of the following does NOT accurately describe Medicare?,"Medicare is a government-run program that covers adults age 65 years and older

Medicare has been responsible for major innovations in the US healthcare system, including the DRG system and the concept of ACOs

Though it covers physician and hospital costs, Medicare does not have provisions for covering prescription drug costs

Most of the financing for Medicare comes from taxpayer dollars","Though it covers physician and hospital costs, Medicare does not have provisions for covering prescription drug costs","Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
Which of the following accurately matches a phase of a drug trial with its description?,"Phase I - Animal testing

Phase II - Testing in small groups of healthy volunteers to determine safety, dosing

Phase III - Testing in thousands of people with the condition of interest to assess effectiveness and longer-term reactions/outcomes

Phase IV - Assessment of competitor generics after patent expiration ",Phase III - Testing in thousands of people with the condition of interest to assess effectiveness and longer-term reactions/outcomes,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
"Here are some common examples of AI that analyze the financing and delivery of health care with the purpose of increasing efficiency. 

An insurance company builds an algorithm to predict opioid use from an employerâs claims data, using employee data that is stripped of identifiers to be HIPAA-compliant.Â  The company will sell their model to employers broadly, even those that do not contract with them for health insurance.

Â A small health care start-up company has developed a machine learning model to predict the onset of cardiovascular diseases, including hypertension and heart failure, in order to identify patients who might benefit from receiving preventive interventions such as lipid-lowering medications.

In order to avoid fines from the Medicare Hospital Readmissions Reduction Program (HRRP), a health system is developing an AI-based model to predict which of their patients who are hospitalized with a principal diagnosis of pneumonia will be readmitted within 30 days after the patient was admitted.Â  A large national study of Medicare beneficiaries found that the HRRP did lower risk-adjusted readmissions rates of pneumonia patients.Â  It also found that the 30-day and 1-year risk-adjusted mortality rates increased.

The Association for Computing Machinery code of ethics includes a principle of avoiding harm, whether intended or unintended.

QUESTION:

What are examples of harm in the ACM code?",,,"Reflection Exercise

Practice Quiz
.
Â â¢Â 15 min
.
Â â¢Â 
2 total points available.
2 total points"
"Think about each of the examples of AI above.Â  Could any of them cause unjustified or unfair harm, especially to patients?Â  What sources of bias, error, and harm should the AI developers be alert to?",,,"Reflection Exercise

Practice Quiz
.
Â â¢Â 15 min
.
Â â¢Â 
2 total points available.
2 total points"
Which of the following best represents an episode-based payment?,"Medicare reimburses a hospital a fixed amount for a total knee replacement

Medicaid reimburses a physician a fixed amount to care for a panel of patients over a given time period

An independent practice association rewards its member groups based on how many new patient visits they bring to the practice 

An urgent care physician reimburses her administrative assistant for every clinic shift he works",Medicare reimburses a hospital a fixed amount for a total knee replacement,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
Which payment system transfers the most risk to providers?,"Per-diem

DRG system

Fee-for-service

Global budgets",Global budgets,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
Which of the following is true of generic drugs?,"They are generally made by the same manufacturer as the branded drug

They are allowed to be close to but not the exact chemical composition as the branded drug

Once they enter the market, the branded drug is no longer sold

They go through a different FDA approval process than the original branded drug",They go through a different FDA approval process than the original branded drug,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
Which of the following is NOT an example of an outcome measure?,"Hospital mortality rates

Hospital readmission rates

Percentage of providers appropriately credentialed 

Patient-reported outcomes",Percentage of providers appropriately credentialed ,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
Suppose you developed a rare medical condition and your doctor suggested conducting a data-mining procedure similar to that we discussed for our example patient Laura. How would you feel about using that information to guide your treatment? What else would you want to know?,,,"Knowledge Check

Practice Quiz
.
Â â¢Â 30 min
.
Â â¢Â 
3 total points available.
3 total points"
The workflow of which group within the US healthcare system would be impacted most immediately from an artificial intelligence tool that increased a physicianâs ability to accurately diagnose breast cancer from imaging?,"Private insurance companies

Specialty physicians

Government intermediaries

Nurse practitioners",Specialty physicians,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
"Assume a patient has an upcoming medical procedure that will cost $1000.  
 
 

Suppose the patient is in a health plan with a $500 deductible, after which 20% coinsurance applies.  Suppose that the patient has previously had $2000 in health care expenses in the year.  How much can the patient expect to pay out of pocket for this procedure?
 

$_______

Please write the answer in numeric form. No need to add a dollar sign.",,,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 3, 11:59 PM +07"
Suppose you develop a serious medical condition that definitely requires treatment. What kind of data would you want to use to guide picking a doctor for this? What part of the healthcare system would produce these data?,,,"Knowledge Check

Practice Quiz
.
Â â¢Â 30 min
.
Â â¢Â 
3 total points available.
3 total points"
Suppose we could develop the technology to record nearly all medically-relevant events on a very fine timescale (much less than a second). Do you think this system would make it easier or harder to answer clinical research questions?,,,"Knowledge Check

Practice Quiz
.
Â â¢Â 30 min
.
Â â¢Â 
2 total points available.
2 total points"
True or false: PPOs restrict choice for patients more than HMOs.  ,"True

False",False,"Reflection Exercise

Practice Quiz
.
Â â¢Â 10 min
.
Â â¢Â 
1 total point available.
1 total point"
"As part of addressing your clinical research question, you need to write software that looks up names for diseases. Which of the following knowledge graphs would you choose for this?","Current Procedural Terminology (CPT)

Logical Observation Identifiers Names and Codes (LOINC)

Anatomic Therapeutic Chemical Classification System (ATC)

Unified Medical Language System (UMLS)

None of the above are a good choice.",Unified Medical Language System (UMLS),"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following statements about feature engineering is true?,"Standardizing a feature means that we are sure that everyone refers to it by the same name.

Having more features is a good way to increase patient privacy.

If a feature has the same value for all patients, it should be kept in the analysis to provide a baseline measurement.

Multiple imputation is a technique used to estimate the fraction of the dataset that is missing.

None of the above statements are true.",None of the above statements are true.,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
Which of the following is true about observational data?,"Observational datasets provide complete coverage of a patient's medical treatment.

Observational datasets all use the same standard format.

Observational datasets can contain biases. 

Observational data make it easy to infer causes of diseases.

None of the above are true.",Observational datasets can contain biases. ,"Final Assessment

Graded Quiz
.
Â â¢Â 1h

DueSep 10, 11:59 PM +07"
