Question,Answer,Correct,Title
It is day one on the job and you need to come up with a plan—how do you begin?,"Gather what data you can quickly and perform some EDA to understand the problem better
Plan to interview or study reviews of both satisfied and dissatisfied subscribers as soon as possible
Get the perspective from management and follow the leads they might provide
Something else entirely",Gather what data you can quickly and perform some EDA to understand the problem better,"Back
Business Opportunities: Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
2 total points available.
2 total points

English"
"In order to come up with the back-of-the-envelope ROI calculation for this project, how might you approach it?","A.  Number of active users X Yearly payment
B.  Number of active users X monthly payment X % increase of users (assumption)
C.  Yearly costs X (number of users at month 2 - number of currently active users)
D.  Number of active users X Yearly payment - estimate for cost of project time",D.  Number of active users X Yearly payment - estimate for cost of project time,"Back
Business Opportunities: Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
2 total points available.
2 total points

English"
"Thinking with the lens of the scientific process, what would your next steps be if you wanted to decide where to open the next store for your sled business?","Start pulling sales and other data to create a business viability assessment for Vermont
Gather more data and repeat the snowfall experiment
Gather different data say snowfall by county and repeat the experiment
Start a business viability assessment for all three states",Gather different data say snowfall by county and repeat the experiment,"Back
Scientific Thinking for Business: Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
"When embarking on a data science project, why do you ultimately want to format your data so that it can be housed in something like a Pandas DataFrame or NumPy Array?","DataFrames/Arrays most closely resemble tables in relational databases.
DataFrames/Arrays are the only structures in Python capable of holding significant amounts of data.
Nearly all modeling algorithms take input data in a tabular format analogous to format of DataFrames/Arrays.
All of the above",Nearly all modeling algorithms take input data in a tabular format analogous to format of DataFrames/Arrays.,"Back
Gathering Data: Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
Lets imagine there is a start-up that has a speech-to-text service that incorporates gestures and body language into its output. Which of the following products represents the most defensible business opportunity.,"Offer a service that hooks into streaming video and predicts the emotional state of people in the videos
Create an app that allows job interviewers to get additional information about candidates
Create a new and improved conferencing app
Create a service that improves on existing audio recognition systems as a richer interface to mobile devices",Create a service that improves on existing audio recognition systems as a richer interface to mobile devices,"Back
Data Collection: End of Module Quiz

Graded Quiz
.
 • 5 min

English
DueMay 19, 11:59 PM +07"
"Lets imagine there is a start-up that has a speech-to-text service that incorporates gestures and body language into its output.  They offer annotated meeting reports as a product and customers are generally very satisfied, but sales to new customers tend to be very slow to acquire.  Which of the following business opportunities should be the highest priority?","Develop and delivery new products to existing customers
Develop new products and target new customers
Use customer segmentation and/or market analysis to help marketing with new customers
Use customer segmentation and/or market analysis to move into a different market",Use customer segmentation and/or market analysis to help marketing with new customers,"Back
Data Collection: End of Module Quiz

Graded Quiz
.
 • 5 min

English
DueMay 19, 11:59 PM +07"
Your company is convinced it is time to change the nature of your companies core product and management has come to ask your advise. Which question DOES NOT exemplify scientific thinking in this situation?,"Do we have any data like a corpus of customer feedback to support this decision?
Can we run an experiment like A/B testing to see if it helps support this decision?
Which members of leadership support this decision?
Have any other companies been successful making a comparable change?",Which members of leadership support this decision?,"Back
Data Collection: End of Module Quiz

Graded Quiz
.
 • 5 min

English
DueMay 19, 11:59 PM +07"
"Is the following statement true or false?  CSV files are one of the most commonly used file formats for data science because file input/output is easy they are plain-text, and they work well with commonly used spreadsheet tools.","TRUE
FALSE",TRUE,"Back
Data Collection: End of Module Quiz

Graded Quiz
.
 • 5 min

English
DueMay 19, 11:59 PM +07"
Which of the following DOES NOT represent a valid relational database to connector relationship?,"MySQL --> MySQL-python
PostgreSQL --> psycopg/psycopg2
SQLite --> sqlite3
Berkeley DB --> bsddb",Berkeley DB --> bsddb,"Back
Data Collection: End of Module Quiz

Graded Quiz
.
 • 5 min

English
DueMay 19, 11:59 PM +07"
Which tasks should be included in a data ingestion pipeline?  (Choose one or more),"A.  Account for missing data, faulty data, repeated observations and other data integrity issues
B.  Ensure that expected data is returned given a specific set of parameters
C.  Ensure that an expected format is returned
D.  Ensure that models produce expected results","A.  Account for missing data, faulty data, repeated observations and other data integrity issues
C.  Ensure that an expected format is returned","Back
Ingesting Data: Check for Understanding

Practice Quiz
.
 • 3 min
.
 • 
2 total points available.
2 total points

English"
"Sparse matrices can be useful as a target destination for ETL, but what are the main caveats (choose one or more)?","A.  You cannot convert directly from a numpy.array to any of the scipy.sparse matrices 
B.  NumPy linear algebra functions generally cannot be called directly
C.  Saving to disk is not possible directly from a scipy.sparse format
D.  The train test splits need to be performed by hand with scipy.sparse matrices
E.  It is difficult to print to screen scipy.sparse matrices directly","A.  You cannot convert directly from a numpy.array to any of the scipy.sparse matrices 
C.  Saving to disk is not possible directly from a scipy.sparse format","Back
Ingesting Data: Check for Understanding

Practice Quiz
.
 • 3 min
.
 • 
2 total points available.
2 total points

English"
Which types of data generally work well with sparse matrices?,"word counts, time-series data
audio files, images
word counts, user-item matrix for recommendations
text data, audio files","word counts, user-item matrix for recommendations","Back
Data Ingestion: End of Module Quiz

Graded Quiz

English
DueMay 26, 11:59 PM +07"
Is the following statement True or False?  Sparse matrices from SciPy need to be transformed into a dense matrix before using scikit-learns train-test-split function?,"TRUE
FALSE",FALSE,"Back
Data Ingestion: End of Module Quiz

Graded Quiz

English
DueMay 26, 11:59 PM +07"
"Which fundamental part of the data ingestion process is concerned with to the phrase ""bad data in equals bad data out""?","Gather all relevant data from the sources of provided data
Implement several checks for quality assurance
Take the initial steps towards automation of the ingestion pipeline",Implement several checks for quality assurance,"Back
Data Ingestion: End of Module Quiz

Graded Quiz

English
DueMay 26, 11:59 PM +07"
Which of the following is most concerned with ensuring deployed models scale well with added users?,"data scientist
data analysts
data engineer
product manager",data engineer,"Back
Data Ingestion: End of Module Quiz

Graded Quiz

English
DueMay 26, 11:59 PM +07"
Which of the following is statements is the least correct in the context of the EDA process,"A.  EDA is used to provide summary level insight into a dataset
B.  EDA consists of both exploratory and confirmatory data analysis
C.  EDA can be used to discover missing data, outliers and class inbalance issues
D.  The EDA process can be used to help predict time to completion for a project
E.  The EDA process is an ideal time to explore the connection between the data and the business opportunity",D.  The EDA process can be used to help predict time to completion for a project,"Back
Check for Understanding: EDA

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
Which of the following is an example of a data manipulation that is NOT considered reproducible research?,"A.  Saving classes and functions in a Python file to be called by Jupyter
B.  Code blocks in Jupyter notebooks
C.  The use of proprietary tools to carry out research
D.  Graphics, plots and other visualizations
E.  Copy and paste actions in a spreadsheet",C.  The use of proprietary tools to carry out research,"Back
Check for Understanding: Data Visualization

Practice Quiz
.
 • 30 min
.
 • 
2 total points available.
2 total points

English"
True/False. The seaborn pairplot and other seaborn plotting functions exist as distinct tools from the plots available through matplotlib.,"True
False",True,"Back
Check for Understanding: Data Visualization

Practice Quiz
.
 • 30 min
.
 • 
2 total points available.
2 total points

English"
"In the continuing AAVAIL streaming case study example, one of the data features that can be useful in answering questions about customer churn is the total number of streams that a customer has watched. Imagine that you are working with a dataset where 10% of customers are missing this feature. A good place to start would be to go back and see if it’s possible to gather this information from the user logs, but assuming that this initiative is unsuccessful, you will have to decide what to do about this missing data. Which course of action is LEAST likely to be helpful in modeling churn?","A.  Replace the missing stream count with the mean stream count among users where this information is available.
B.  Replace the missing stream count with a -1 to flag that it is unknown for a given user.
C.  Use the other features in the dataset in a model to predict the missing stream counts.",C.  Use the other features in the dataset in a model to predict the missing stream counts.,"Back
Check for Understanding: Missing Data

Practice Quiz
.
 • 30 min
.
 • 
2 total points available.
2 total points

English"
What is the main reason for using multiple imputation?,"A.  Multiple imputation is necessary when more than one feature in the training data has missing values.
B.  Multiple imputation is a way to increase the size of your training dataset.
C.  Multiple imputation helps to better characterize the error introduced by replacing missing/unknown data with some chosen values.",C.  Multiple imputation helps to better characterize the error introduced by replacing missing/unknown data with some chosen values.,"Back
Check for Understanding: Missing Data

Practice Quiz
.
 • 30 min
.
 • 
2 total points available.
2 total points

English"
Which of the following is NOT normally a part of the EDA process,"Visual summaries of the data
Connecting the data to the business opportunity
Communication to stakeholders
Predictive linear or logistic regression",Predictive linear or logistic regression,"Back
Data Analysis Module Quiz

Graded Quiz
.
 • 5 min

English
DueMay 19, 11:59 PM +07"
True/False. The software engineering best practice of saving a maximum amount of code in text files for management under version control has become the norm in data science,"True
False",True,"Back
Data Analysis Module Quiz

Graded Quiz
.
 • 5 min

English
DueMay 19, 11:59 PM +07"
The three types of missingss discussed during this module were:,"A.  MRAR, MAR, MCAR
B.  MNAR, MRAR, MCAR
C.  MNAR, MAR, MARC
D.  MAR, MRAR, MCAR
E.  MCAR, MNAR, MAR","E.  MCAR, MNAR, MAR","Back
Data Analysis Module Quiz

Graded Quiz
.
 • 5 min

English
DueMay 19, 11:59 PM +07"
Which statement is the least true about using Jupyter notebooks in the context of EDA,"A.  They naturally lend themselves to version control systems
B.  They can be ported from one environment to another easily
C.  They are helpful because a mixture of code and markdown enables storytelling
D.  They are integrated with the plotting library matplotlib
E.  They are integrated with the data manipulation library pandas",A.  They naturally lend themselves to version control systems,"Back
Data Analysis Module Quiz

Graded Quiz
.
 • 5 min

English
DueMay 19, 11:59 PM +07"
Which of the following is NOT an example of assumption that you work with when making probability statements about a sample of data?,"A.  That there is an underlying population that your sample comes from
B.  That the population follows an assumed probability distribution
C.  That the observations in your sample are independent and identically distributed
D.  That random variables represent the possible values that the data can take
E.  That the probability statement applies to one observation at a time in a data set",E.  That the probability statement applies to one observation at a time in a data set,"Back
Check for Understanding: Hypothesis Testing

Practice Quiz
.
 • 30 min
.
 • 
2 total points available.
2 total points

English"
There are many ways to carry out statistical inference.  Which one method of the following is NOT used to compute estimates in the context of statistical inference.,"A.  Null Hypothesis Significance Testing (NHST)
B.  Maximum Likelihood Estimation (MLE)
C.  Markov Chain Monte Carlo (MCMC)
D.  Expectation Maximization (EM)
E.  Simulation via Permutations",E.  Simulation via Permutations,"Back
Check for Understanding: Hypothesis Testing

Practice Quiz
.
 • 30 min
.
 • 
2 total points available.
2 total points

English"
Company Z sent out a user satisfaction survey to its customers that included some demographic questions. They want to determine if there is a difference in the age among users of Product 1 versus users of Product 2 (at least among the survey respondents). Which of the following is an appropriate null hypothesis for this study?,"A.  Users of Product 1 are on average older than users of Product 2.
B.  Users of Product 1 are on average younger than users of Product 2.
C.  Users of Product 1 and Product 2 are on average the same age.",C.  Users of Product 1 and Product 2 are on average the same age.,"Back
Check for Understanding: Hypothesis Testing Limitations

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
Which of the following is the least valid statement when it comes to dashboards?,"A. Dashboards are an easy way to share summaries and findings
B.  Dashboards have interactive functionality that helps create a rich experience for the user
C.  Dashboards are generally used after serveral iterations of the AI workflow
D.  Dashboards are quick way to create portable simple plots
E.  Dashboards can be used to tell the story of investigative visualizations",D.  Dashboards are quick way to create portable simple plots,"Back
Data Investigation Module Quiz

Graded Quiz
.
 • 5 min

English
DueMay 26, 11:59 PM +07"
"A data scientist at Company Z sorted the survey responses by whether the respondents used Product 1 or Product 2 and then compiled their ages:  

1
2
3
4
5
p1_ages = [25., 32., 20., 18., 28., 32., 31., 19., 34., 34., 23., 29., 17.,
           23., 25., 31., 32., 29., 29., 24., 22., 28., 26., 24., 23.]
 
p2_ages = [20., 25., 27., 19., 22., 26., 24., 27., 24., 20., 25., 28., 18.,
           19., 23., 28., 19., 19., 19., 25., 29., 26., 23., 23., 22.]

Of the hypothesis test discussed in these contents what one is the most appropriate for testing the following hypothesis?

There is no age difference, on average, between the users of product 1 and the users of product 2","(A)  A 1-sample t-test
(B)  A 2-sample t-test assuming equal variance
(C)  Z-Test with continuity correction
(D)  A 2-sample unequal variances t-test
(E)  Binomial Test",(D)  A 2-sample unequal variances t-test,"Back
Data Investigation Module Quiz

Graded Quiz
.
 • 5 min

English
DueMay 26, 11:59 PM +07"
"Suppose that on average 2.5% of visitors to your website sign up for your newsletter. In a recent week, 2701 visitors out of a total of 108879 signed up.

Using a binomial distribution. What is the probability that number of visitors who signed up is 2701 or fewer?","A.  0.125
B.  0.346
C.  0.414
D.  0.007
E.  0.015",B.  0.346,"Back
Data Investigation Module Quiz

Graded Quiz
.
 • 5 min

English
DueMay 26, 11:59 PM +07"
"True/False. If there customer churn were quantified using a Poisson distribution, then a bootstrap could be used to quantify the uncertainty associated with the estimate.","True
False",True,"Back
Data Investigation Module Quiz

Graded Quiz
.
 • 5 min

English
DueMay 26, 11:59 PM +07"
Which of the following is NOT and example of a valid strategy to deal with the multiple comparisons problem?,"A.  Benjamini/Hochberg correction based on False discovery Rates
B.  Create a null distribution using permutations to help provide context
C.  Perform all comparisons then only keep the single test that performs the best
D.  If appropriate use an alternative modeling framework like generalized linear models
E.  Bonferroni Correction",C.  Perform all comparisons then only keep the single test that performs the best,"Back
Data Investigation Module Quiz

Graded Quiz
.
 • 5 min

English
DueMay 26, 11:59 PM +07"
Which scikit-learn API interface would be used to carry out feature engineering with a domain expert?,"Transformer
Estimator
Fit
Predict
Pipeline",Transformer,"Back
Getting Started: Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
Which variant of SMOTE is most appropriate when you have a mixture of categorical and continuous variables?,"KMeansSMOTE
BorderlineSMOTE
SVMSMOTE
SMOTENC
SMOTE",SMOTENC,"Back
Class Imbalance, Data Bias: Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
Which of the following is not an example of a technique used for dimensionality reduction technique?,"Latent Dirichlet allocation
Non-negative matrix factorization
Singular value decomposition
Eigenvalue decomposition
K-nearest neighbors
Principal Components Analysis",K-nearest neighbors,"Back
Dimensionality Reduction: Check for Understanding

Practice Quiz
.
 • 3 min
.
 • 
1 total point available.
1 total point

English"
When printing the most representative words from each topic what best describes the insight we gain?,"The top words in each topic correspond to the most frequently used words in the corpus
The topics are defined by their representative words and the document is a mixture of these topics
Documents have topics and the words describe the corpus
The words make up the document and the topics describe the words
Topics are latent features and the top words describe the average document",Topics are latent features and the top words describe the average document,"Back
CASE STUDY - Topic Modeling: Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
The .fit_transform method corresponds to which scikit-learn interface(s)? Choose one answer. ,"Transformer, Estimator, Predictor
Transformer, Estimator
Estimator, Predictor
Transformer
Transformer, Predictor","Transformer, Estimator","Back
Data Transforms and Feature Engineering: End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
True/False. A principal reason for emphasizing the use of pipelines in the AI workflow is to have a consistent platform that enables comparison of many variants of the workflow.,"True
False",True,"Back
Data Transforms and Feature Engineering: End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
Which of the following statements describes the best strategy to address class imbalance?,"If there is a lot of data just use under-sampling otherwise use outlier detection algorithms.
Determine the best variant of SMOTE by comparisons and use it.
Continue to collect data until you have balanced classes.
Use an outlier detection algorithm or SVM instead of a re-sampling technique.
Compare re-sampling approaches to a baseline and to detection algorithms.",Compare re-sampling approaches to a baseline and to detection algorithms.,"Back
Data Transforms and Feature Engineering: End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
Which of the following statements is not a feature of the package imbalanced-learn imbalance?,"Has a suite of over and under-sampling methods implemented
Works with TensorFlow
Has a number of tutorials to work from
Has outlier detection algorithm packaged as part of library
Works with scikit-learn pipelines",Has outlier detection algorithm packaged as part of library,"Back
Data Transforms and Feature Engineering: End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
Which of the following statements does not describe valid use case for dimensionality reduction?,"Principal components analysis to process images used in classification.
Non-negative matrix factorization to resolve topics from a corpus of words.
t-distributed stochastic neighbor embedding to visualize the results of a clustering algorithm.
Using an ANOVA to select a subset of features
Down-sampling of the majority class",Down-sampling of the majority class,"Back
Data Transforms and Feature Engineering: End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
"True/False. tSNE is a reasonable alternative to PCA because it describes a wider variety of structures. However, it is still recommended to use another dimensionality reduction method, like PCA if the number of features is very high.  ","True
False",True,"Back
Data Transforms and Feature Engineering: End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
Which statement best describes why visualization of topics can have an impact on the business opportunity?,"Because sharing with domain experts might enable topic-specific feature engineering
Because visual inspection can help choose the number of topics
Because we are able to see the top words with each topic
Because we are able to see the relative importance of each topic across the corpus
Because domain experts can visually inspect the validity of the topics",Because sharing with domain experts might enable topic-specific feature engineering,"Back
Data Transforms and Feature Engineering: End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
"For credit applications, which of the following types of patterns would be the most undesirable for a supervised learning algorithm to use?","Given salary > 50K and dept < 5K they will repay the loan
Given salary > 80K they will repay the loan
Given salary > 50K and Age > 25 and they will repay the loan
Given salary > 50K and that they reside in a metropolitan (population >100K)
Given salary > 50K and the degree name",Given salary > 50K and the degree name,"Back
ai360 Tutorial: Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
Which of the following is not an example of an outlier detection algorithms?,"Adaptive Synthetic (ADASYN)
Elliptic Envelope
One Class SVM
Isolation Forest
Local Outlier Factor",Adaptive Synthetic (ADASYN),"Back
Outlier Detection: Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
Which of the following is NOT considered a reasonable metric to choose the number of clusters?,"Calinski-Harbasz index
Inertia or the within cluster sum-of-squares
Silhouette Score
Davies-Bouldin index
Adjusted Rand index",Adjusted Rand index,"Back
Unsupervised Learning: Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
What is the number of profiles or clusters for this particular dataset?,"2-4
4-6
6-8
8-10
10-12",8-10,"Back
CASE STUDY - Clustering: Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
You are asked to build a recommendation engine for new products at an online retailer.  Which of the following features is the least likely to be a protected attribute? Recall that a protected attribute is one that may contain privileged and unprivileged classes.,"age
gender identity
race
religion
purchase history",purchase history,"Back
Pattern Recognition and Data Mining Best Practices: End of Module Quiz

Graded Quiz
.
 • 12 min

English
DueMay 26, 11:59 PM +07"
True/False. The API for the reweighting algorithm has a number of custom methods that will require you to consult the documentation to ensure appropriate use.,"True
False",False,"Back
Pattern Recognition and Data Mining Best Practices: End of Module Quiz

Graded Quiz
.
 • 12 min

English
DueMay 26, 11:59 PM +07"
Which outlier detection method is known to work well on high-dimensional data?,"Random Forests
Elliptic Envelope
One Class SVM
Isolation Forest
Local Outlier Factor",Local Outlier Factor,"Back
Pattern Recognition and Data Mining Best Practices: End of Module Quiz

Graded Quiz
.
 • 12 min

English
DueMay 26, 11:59 PM +07"
True/False. In an imbalanced dataset if the minority class represents less than 5% of all of the samples then outlier detection algorithms must be used in place of other supervised learning algorithms.,"True
False",False,"Back
Pattern Recognition and Data Mining Best Practices: End of Module Quiz

Graded Quiz
.
 • 12 min

English
DueMay 26, 11:59 PM +07"
Which clustering method can be readily applied to graphs?,"Gaussian mixture models
Spectral clustering
Affinity Propagation
k-means
Dirichlet process Gaussian mixture models",Spectral clustering,"Back
Pattern Recognition and Data Mining Best Practices: End of Module Quiz

Graded Quiz
.
 • 12 min

English
DueMay 26, 11:59 PM +07"
Which of the following clustering methods does not need to set the number of clusters?,"Gaussian mixture models
Spectral clustering
MiniBatch k-means
k-means
Dirichlet process Gaussian mixture models",Dirichlet process Gaussian mixture models,"Back
Pattern Recognition and Data Mining Best Practices: End of Module Quiz

Graded Quiz
.
 • 12 min

English
DueMay 26, 11:59 PM +07"
"True/False. In the clustering case study, the suggested re-sampling methods drove a major improvement in model performance.","True
False",False,"Back
Pattern Recognition and Data Mining Best Practices: End of Module Quiz

Graded Quiz
.
 • 12 min

English
DueMay 26, 11:59 PM +07"
True/False. In the context of customer profiling and the AAVAIL data set it makes sense to first perform a dimension reduction technique like PCA before running the model through a clustering estimator.,"True
False",False,"Back
Pattern Recognition and Data Mining Best Practices: End of Module Quiz

Graded Quiz
.
 • 12 min

English
DueMay 26, 11:59 PM +07"
In which situation would you most strongly consider MAE over RMSE as a regression metric?,"where we would like to interpret the error metric in terms of the original units
like predicting daily temperature where we expect a small range of values
like predicting time to failure for a machine where we expect a long tailed distribution of values
like predicting the category or topic associated with a document
where we would like to interpret the error metric as a squared version of the original units",like predicting time to failure for a machine where we expect a long tailed distribution of values,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
"If you have data with a large number of features and you are sure that it will take some time to train and tune the model, which approach is LEAST likely to result in a speed improvement during grid-searching?","In your pipeline use variance thresholding to limit the number of features
Use the Shuffle and split form of cross-validation
Use a randomized grid search form of cross validation
Randomly subset the data
Use PCA to reduce the dimensionality of the data before training",Use the Shuffle and split form of cross-validation,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
Which of the following is not an example of a variant/application of gradient decent that we have covered?,"batch gradient descent
mini-batch gradient descent
regularized gradient decent
stochastic gradient descent
gradient descent applied to regression",regularized gradient decent,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
What important feature of the Watson NLU API do we have to ensure so that we can repeat an experiment in the future in a reproducible way?,"GitHub integration
Passing a version argument with each request
Each future version of the API is guaranteed to keep the same arguments
The NLU can be run locally
The exchanged JSON is guaranteed to keep the same format",Passing a version argument with each request,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
Processing the corpus with the provided lemmatize_document reduces the total number of tokens to what percentage of the original?,"10-15%
20-35%
45-50%
70-75%
85-95%",45-50%,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
"If we have a situation where false positive is not as potentially costly as a false negative say flagging comments for manual review based on suspected unlawful activity, which of the following is the best approach to consider?","Only look at the f-score of the negative class for evaluation
Use recall as the evaluation metric
Use precision as the evaluation metric
Set beta to 0.5 in the fscore
Set beta to 2.0 in the fscore",Set beta to 2.0 in the fscore,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
True/False. All classifiers in scikit-learn do multi-class classification out-of-the-box. These classifiers can differ in their approach though (e.g one-vs-all or one-vs-one).,"True
False",True,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
Which of the following is not an example of a generalized linear model (GLM)?,"ANOVA
Multinomial regression
Poisson regression
KNN regression
Logistic regression",KNN regression,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
True/False. Models in the generalized linear mixture model (GLMM) family like multilevel models are generally optimized using sophisticated techniques like MCMC sampling.,"True
False",True,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
"When you use Watson Services like Watson Natural Language Understanding via the Python SDK, what are the three items that need to be saved? These items are generally saved on a local machine and included in scripts and notebooks as imported variables.","service version, service API key, service JSON map
service URL, service JSON map, service API key 
service API key, service version, service URL
service version, service IAMAuthenticator, service URL
service API key, service URL, service IAMAuthenticator","service API key, service version, service URL","Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
Which of the following does not describe a feature of the Watson Natural Language Understanding service?,"Perform document classification tasks using a custom model built from text
Identify high-level concepts that aren’t necessarily directly referenced in the text
Find people, places, events, and other types of entities mentioned in your content
Recognize when two entities are related, and identify the type of relation
Analyze the sentiment toward specific target phrases and the sentiment of the document as a whole",Perform document classification tasks using a custom model built from text,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
Which of the following is not an example of a relevant question when tuning a NLP classification pipeline?,"Should I use bag-of-words or a vector embedding representation?
Which stop words do I include?
Which n-grams do I include?
Should I use a TF or a tf-idf transformation?
Should I use RMSE or MAE as an evaluation metric?",Should I use RMSE or MAE as an evaluation metric?,"Back
End of Module Quiz

Graded Quiz
.
 • 10 min

English
DueMay 19, 11:59 PM +07"
Which of the following model is not an example of an ensemble approach to learning?,"Decision tree
Random forest
Boosting
Model stacking
Gradient boosting",Decision tree,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
Which of the following neural network architectures are most-commonly used for time-series analysis?,"Multi-layer perceptron
Recurrent neural networks
Transfer learning
Convolutional neural network
Autoencoders",Recurrent neural networks,"Back
Check for Understanding

Practice Quiz
.
 • 30 min
.
 • 
1 total point available.
1 total point

English"
