Question,Answer,Correct,Title
Have you added a review submission view? ,"Yes

No",Yes,"Dynamic Pages Checklist

Graded Quiz
.
 • 12 min

DueJul 2, 11:59 PM +07"
What is a container?,"A data center server that stores cloud files

A special method of designing more efficient code

A digital platform designed to store files developed in different operating systems

A standard unit of software that packages code and all its dependencies",A standard unit of software that packages code and all its dependencies,"Module 1 - Practice Quiz: Containers and Containerization

Practice Quiz
.
 • 15 min
.
 • 
5 total points available.
5 total points"
What are some of the traits of containers?,"Containers save both time and money and improve utilization.

Containers are more expensive but save time during deployment. 

Containers lower costs, but add time.

Containers save both time and money at the expense of utilization and automation. ",Containers save both time and money and improve utilization.,"Module 1 - Practice Quiz: Containers and Containerization

Practice Quiz
.
 • 15 min
.
 • 
5 total points available.
5 total points"
What is Docker?,"Deep storage for digital containers

An open platform used for developing, shipping, and running applications in containers 

An enterprise security tool that prevents malware from accessing containers

A network connector that allows containers to travel from one platform to another","An open platform used for developing, shipping, and running applications in containers ","Module 1 - Practice Quiz: Containers and Containerization

Practice Quiz
.
 • 15 min
.
 • 
5 total points available.
5 total points"
What does an image name consist of?,"The Dockerfile, the running container, and the storage plugin

The network, the repository, and the template

The hostname, the repository, and the tag

Only tags","The hostname, the repository, and the tag","Module 1 - Practice Quiz: Containers and Containerization

Practice Quiz
.
 • 15 min
.
 • 
5 total points available.
5 total points"
What are the three parts of the Docker architecture? ,"Registry

Host

Client

Virtual machines","Registry

Host

Client","Module 1 - Practice Quiz: Containers and Containerization

Practice Quiz
.
 • 15 min
.
 • 
5 total points available.
5 total points"
Which new ES6 feature doesn't allow you to reassign a variable in the same code block? ,"Promise

let

const

Arrow functions",const,"Practice Quiz

Practice Quiz
.
 • 12 min
.
 • 
6 total points available.
6 total points"
Which new ES6 feature adds object-oriented programming capability to JavaScript? ,"Promise

Arrow functions

const

Class",Class,"Practice Quiz

Practice Quiz
.
 • 12 min
.
 • 
6 total points available.
6 total points"
What is one of the things that React provides when building UIs?,"Eliminates a need to synchronize UI elements with the application state 

Clarifies user feedback in applications 

Synchronizes UI elements with user interaction 

Extends markdown syntax ",Eliminates a need to synchronize UI elements with the application state ,"Practice Quiz

Practice Quiz
.
 • 12 min
.
 • 
6 total points available.
6 total points"
What is the first step to create a class component?,"Pass props to a constructor 

Override the render method

Change the index.js file

Inherit the class component from the React module",Inherit the class component from the React module,"Practice Quiz

Practice Quiz
.
 • 12 min
.
 • 
6 total points available.
6 total points"
Why do we use JSX?,"To use JavaScript variable

To create user interface components in React

To produce XML elements

To convert JavaScript into XML code",To create user interface components in React,"Practice Quiz

Practice Quiz
.
 • 12 min
.
 • 
6 total points available.
6 total points"
Which component type can be used to replace a stateless functional component?,"High-order

Class

Pure

Cannot be replaced",Pure,"Practice Quiz

Practice Quiz
.
 • 12 min
.
 • 
6 total points available.
6 total points"
What is an API?,"A version control system used to manage your code

A practice for dev-ops teams enabling developers to deliver frequent changes reliably

A framework which dictates the architecture of your program and controls the program flow

Code that works with data and provides a mechanism for software to access resources from the back-end",Code that works with data and provides a mechanism for software to access resources from the back-end,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
"When a user tries to login to a website, he/she gets an authentication failure error. Who do you think can fix this error? (Select all that apply)","Back-end Developer

Full-stack Developer

Front-end Developer ","Back-end Developer

Full-stack Developer","Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
"In addition to SQL, which tool can help you access databases?","npm

ORM

pip

CI/CD",ORM,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Build automation can automate which of the following tasks?  (Select all that apply),"Downloading dependencies

Packaging binary code

Compiling binary code into source code

Running tests and deployment to production systems","Downloading dependencies

Packaging binary code

Running tests and deployment to production systems","Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
A user has complained that the website is readable on desktop but not on mobile. Who can help solve this problem?," Back-end Developer

Front-end Developer",Front-end Developer,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Which of the following describe a package manager?  (Select all that apply),"Contains application files, instructions for installation, and metadata

A way to distribute your pre-packaged application(s)

Takes care of finding, installing, maintaining or uninstalling software packages","A way to distribute your pre-packaged application(s)

Takes care of finding, installing, maintaining or uninstalling software packages","Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Which of the following adds interactivity and dynamic content to a website?,"JavaScript

Git

HTML

CSS",JavaScript,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Which of these is an open-source server side platform built on the Google Chrome JavaScript engine and uses an asynchronous single threaded architecture that allows it to serve a very large number of concurrent connections?,"Node.js

React JS 

 Angular

Flask",Node.js,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Which of the following frameworks and libraries are used for front-end? (Select all that apply),"Express

Node.js

Angular

Vue.js

React.js","Angular

Vue.js

React.js","Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Which of the following is NOT a required skill for a front-end developer?,"HTML

Java

CSS

JavaScript",Java,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Who is more likely to work with databases?  ,"Back-end developer

Front-end developer",Back-end developer,"Practice Quiz

Practice Quiz
.
 • 10 min
.
 • 
5 total points available.
5 total points"
Which of the following do version control systems help you to keep track of? (Select all that apply) ,"What changes were made to the code 

Who made the changes

When the changes were made

Debugging the errors in the code","What changes were made to the code 

Who made the changes

When the changes were made","Practice Quiz

Practice Quiz
.
 • 10 min
.
 • 
5 total points available.
5 total points"
Which of the following is not a development framework? ,"Vue.js 

Django

Angular

Git ",Git ,"Practice Quiz

Practice Quiz
.
 • 10 min
.
 • 
5 total points available.
5 total points"
Which process automatically builds and tests your code?  ,"CD (Continuous Delivery)

CI (Continuous Integration) ",CI (Continuous Integration) ,"Practice Quiz

Practice Quiz
.
 • 10 min
.
 • 
5 total points available.
5 total points"
True or False: JavaScript can be used for both front-end and back-end development.  ,"True

False",True,"Practice Quiz

Practice Quiz
.
 • 10 min
.
 • 
5 total points available.
5 total points"
What is EcmaScript or ES?,"A regulated name for JSON

A standardized name for JavaScript

A communication standard

A programming organization",A standardized name for JavaScript,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Which feature in E6 limits the scope of variables? ,"let

Arrow functions

promise

const",let,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What is the state of a promise object when the operation executes successfully?,"Pending

Constant 

End

Fulfilled",Fulfilled,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
React is an open-source library created and maintained by Facebook and community developers. What is it mainly used to build?,"Complex UIs

Accessibility messages

AI questions

Error messages",Complex UIs,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Facebook provides the Create React App to simplify creating React apps. What must be installed in order to run npx create-react-app with the name of the app you want to create?,"Facebook

The XML editor

Node.js

JavaScript",Node.js,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
"Functional components are most useful when the component has properties, but what is the restriction?","Properties can't be passed as parameters to the function. 

Properties can't have uppercase characters.

Properties can't be user defined.

The component lifecycle does not require management. ",The component lifecycle does not require management. ,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What makes class components more preferable than functional components?,"Simplicity 

Versatility

Rigidity 

Definition ",Versatility,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
"In the Working with React Components video, what does the incrementCounter method do in the React app?","Updates a state so a component is rendered again 

Stops the application

Passes a value to the GUI

Routes a command through a component ",Updates a state so a component is rendered again ,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What is the benefit of using the JSX transformation step in HTML?,"Browser understands JSX

Can be parsed by a JavaScript engine 

 Converts HTML tags into React elements

Helpful as a visual aid ", Converts HTML tags into React elements,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Which of the following features can be implemented using React Hook in functional components?,"Logic

Event 

Props

Lifecycle methods ",Lifecycle methods ,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Have you added Dockerfile to the root directory? ,"Yes

No",Yes,"Containerize Checklist

Graded Quiz
.
 • 12 min

DueJul 9, 11:59 PM +07"
Have you built your image locally? ,"Yes

No",Yes,"Containerize Checklist

Graded Quiz
.
 • 12 min

DueJul 9, 11:59 PM +07"
Have you pushed your image to the IBM container registry? ,"Yes

No",Yes,"Containerize Checklist

Graded Quiz
.
 • 12 min

DueJul 9, 11:59 PM +07"
Have you added deployment.yaml file? ,"Yes

No",Yes,"Containerize Checklist

Graded Quiz
.
 • 12 min

DueJul 9, 11:59 PM +07"
Have you deployed the application to the lab environment? ,"Yes

No",Yes,"Containerize Checklist

Graded Quiz
.
 • 12 min

DueJul 9, 11:59 PM +07"
Have you forwarded the ports? ,"Yes

No",Yes,"Containerize Checklist

Graded Quiz
.
 • 12 min

DueJul 9, 11:59 PM +07"
Which attributes of columns in a table must always be defined in a CREATE TABLE statement?,"Name and datatype

Datatype and number of columns 

Datatype and Primary Key constraint 

Name and Primary Key constraint",Name and datatype,"Practice Quiz: Creating Tables, Sorting Results, and Join

Practice Quiz
.
 • 6 min
.
 • 
3 total points available.
3 total points"
"What would you add to this SELECT statement to sort the result set alphabetically by author’s last name? 
SELECT title, lastname from Author","ORDER BY column 1 

DESC lastname

SORT BY lastname

ORDER BY lastname",ORDER BY lastname,"Practice Quiz: Creating Tables, Sorting Results, and Join

Practice Quiz
.
 • 6 min
.
 • 
3 total points available.
3 total points"
What is the best definition of a JOIN operator?,"It combines the rows from two or more tables that are related by a common column.

It retrieves data from one or more columns of a single table.

It combines all the data in two or more tables and replaces the tables with a new table.

It combines the rows from two or more tables that are related by a common row.",It combines the rows from two or more tables that are related by a common column.,"Practice Quiz: Creating Tables, Sorting Results, and Join

Practice Quiz
.
 • 6 min
.
 • 
3 total points available.
3 total points"
"What are the keys of the following dictionary: {""a"":1,""b"":2}","""a"",""b""

1,2","""a"",""b""","Practice Quiz

Practice Quiz
.
 • 6 min
.
 • 
2 total points available.
2 total points"
"Consider the following Python Dictionary:

Dict={""A"":1,""B"":""2"",""C"":[3,3,3],""D"":(4,4,4),'E':5,'F':6}

What is the result of the following operation: Dict[""D""]","1

(4, 4, 4)

[3,3,3]","(4, 4, 4)","Practice Quiz

Practice Quiz
.
 • 6 min
.
 • 
2 total points available.
2 total points"
