Question,Answer,Correct,Title
"In some studies, you may have to compute the Positive predictive value (PPV) from the sensitivity, specificity and prevalence.  

Given a sensitivity = 0.9, specificity = 0.8, and prevalence = 0.2, what is the PPV (positive predictive value)? 

HINT: please check the reading item ""Calculating PPV in terms of sensitivity, specificity and prevalence""","0.02

0.53

0.18

0.9",0.53,"Back
Evaluating Machine Learning Models

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
"If sensitivity = 0.9, specificity = 0.8, and prevalence = 0.2, then what is the accuracy? 

Hint: You can watch the video ""Sensitivity, Specificity and Prevalence"" to find the equation.","0.82

0.75

0.52

0.44",0.82,"Back
Evaluating Machine Learning Models

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
What is the sensitivity and specificity of a model which randomly assigns a score between 0 and 1 to each example (with equal probability) if we use a threshold of 0.7?  ,"Sensitivity = 0.7, Specificity = 0.3

Not enough information to answer the question.

Sensitivity = 0.3, Specificity = 0.7

Sensitivity = 0.5, Specificity = 0.5","Sensitivity = 0.3, Specificity = 0.7","Back
Evaluating Machine Learning Models

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
"What is the PPV and sensitivity associated with the following confusion matrix?  

Recall that 

𝑃
𝑃
𝑉
=
TruePositives
positive predictions
PPV=
positive predictions
TruePositives
	​


𝑆
𝑒
𝑛
𝑠
𝑖
𝑡
𝑖
𝑣
𝑖
𝑡
𝑦
=
How many actual positives are predicted positive?
Sensitivity=How many actual positives are predicted positive?

	

Test Positive 

	

Test Negative 




Disease Positive

	

30

	

20




Disease Negative

	

70

	

10","PPV = 0.6, Sensitivity = 0.33

PPV = 0.4, Sensitivity = 0.2

PPV = 0.3,  Sensitivity = 0.6

Not enough information is given","PPV = 0.3,  Sensitivity = 0.6","Back
Evaluating Machine Learning Models

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
"You have a model such that the lowest score for a positive example is higher than the maximum score for a negative example. What is its ROC AUC?  

HINT 1: watch the video “Varying the threshold”.

HINT 2: draw a number line and choose values for the score that is the lowest prediction for any positive example, and choose another number that is the score for the highest prediction for any negative example.  Draw a few circles for “positive” examples and a few “x” for the negative examples.  What do you notice about the model’s ability to identify positive and negative examples?","Not enough information is given

1.0

0.82

0.52",1.0,"Back
Evaluating Machine Learning Models

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
"For every specificity, as we vary the threshold, the sensitivity of model 1 is at least as high as model 2. Which of the following must be true? ","None of the above

The ROC of model 2 is higher than model 1

The ROC of model 1 is at least as high as model 2

The accuracy of model 2 is higher than model 1",The ROC of model 1 is at least as high as model 2,"Back
Evaluating Machine Learning Models

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
"You want to measure the proportion of people with high blood pressure in a population. You sample 1000 people and find that 55% have high blood pressure with a 90% confidence interval of (50%, 60%). What is the correct interpretation of this result?  

HINT: Please watch the video ""Confidence interval"" to help you answer this question.","If we repeated this sampling, the middle of the confidence interval would be 55%, 90% of the time

There is a 5% chance that the true mean is less than 50%

If you repeated this sampling, the true proportion would be in the confidence interval about 90% of the time

With 90% probability, the proportion of people with high blood pressure is between 50% and 60%","If you repeated this sampling, the true proportion would be in the confidence interval about 90% of the time","Back
Evaluating Machine Learning Models

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
"One experiment calculates a confidence interval using 1000 samples, and the another computes it using 10000 samples. Which interval do you expect to be tighter (assume they use the normal approximation)?  ","Not enough information

10,000 samples

1,000 samples

Cannot say with confidence","10,000 samples","Back
Evaluating Machine Learning Models

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
Which of the following is a segmentation task?  ,"Determining which areas of the brain have tumor from an MRI

Determining whether there is a mass in a chest X-ray

None of the above

Determining whether a brain tumor is present in an MRI",Determining which areas of the brain have tumor from an MRI,"Back
Segmentation on Medical mages

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
"What is the MAIN disadvantage of processing each MRI slice independently using a 2D segmentation model (as mentioned in the lecture)?  

Hint: watch the lecture video ""Segmentation"" to help you answer this question.","3D models are always better than 2D models 

It is difficult to register slices of MRI models

None of the above

You lose some context between slices",You lose some context between slices,"Back
Segmentation on Medical mages

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
The U-net consists of...,"A contracting path followed by an expanding path

Just an expanding path

An expanding path followed by a contracting path

Just a contracting path",A contracting path followed by an expanding path,"Back
Segmentation on Medical mages

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
Which of the following data augmentation is most effective for MRI sequences?  ,"Randomly shuffle the pixels in each slice 

Shifting each pixel to the right by a constant amount with wrap around 

Shuffling the slices

Rotation  ",Rotation  ,"Back
Segmentation on Medical mages

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
"What is the soft dice loss for the example below?  

𝐿
(
𝑃
,
𝐺
)
=
1
−
2
∑
𝑖
=
1
𝑛
𝑝
𝑖
𝑔
𝑖
∑
𝑖
=
1
𝑛
𝑝
𝑖
2
+
∑
𝑖
=
1
𝑛
𝑔
𝑖
2
L(P,G)=1−
∑
i=1
n
	​

p
i
2
	​

+∑
i=1
n
	​

g
i
2
	​

2∑
i=1
n
	​

p
i
	​

g
i
	​

	​
","0.910

-0.089

0.089

0.544",0.089,"Back
Segmentation on Medical mages

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
"Look at the output of model 1 and model 2: 

Which one will have a lower soft dice loss? 

Hint: Notice the prediction scores of P1 and P2 on the pixels where the ground truth is 1.  This may help you focus on certain parts of the soft dice loss formula:

𝐿
(
𝑃
,
𝐺
)
=
1
−
2
∑
𝑖
=
1
𝑛
𝑝
𝑖
𝑔
𝑖
∑
𝑖
=
1
𝑛
𝑝
𝑖
2
+
∑
𝑖
=
1
𝑛
𝑔
𝑖
2
L(P,G)=1−
∑
i=1
n
	​

p
i
2
	​

+∑
i=1
n
	​

g
i
2
	​

2∑
i=1
n
	​

p
i
	​

g
i
	​

	​
","They will be the same 

Model 1 has a lower loss

Model 2 has a smaller loss

None of the above ",Model 1 has a lower loss,"Back
Segmentation on Medical mages

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
"What is the minimum value of the soft dice loss?  

𝐿
(
𝑃
,
𝐺
)
=
1
−
2
∑
𝑖
=
1
𝑛
𝑝
𝑖
𝑔
𝑖
∑
𝑖
=
1
𝑛
𝑝
𝑖
2
+
∑
𝑖
=
1
𝑛
𝑔
𝑖
2
L(P,G)=1−
∑
i=1
n
	​

p
i
2
	​

+∑
i=1
n
	​

g
i
2
	​

2∑
i=1
n
	​

p
i
	​

g
i
	​

	​
","1

0

4

- infinity ",0,"Back
Segmentation on Medical mages

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
An X-ray classification model is developed on data from US hospitals and is later tested on an external dataset from Latin America. Which if the following do you expect?,"Performance remains unchanged 

None of the above 

Performance improves on the new dataset 

Performance drops on the new dataset ",Performance drops on the new dataset ,"Back
Segmentation on Medical mages

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
Which of the following is an example of a prospective study?  ,"A model is trained and tested on a dataset of X-rays collected between 2001 and 2010 

A model is deployed for 1 year in an emergency room and its performance over that time is evaluated  

None of the above 

A model is trained on data collected between 2001 and 2010 and then validated on data collected between 2011 and 2013 ",A model is deployed for 1 year in an emergency room and its performance over that time is evaluated  ,"Back
Segmentation on Medical mages

Practice Quiz
.
 • 
9 total points available.
9 total points

English"
Which of the following is not an example of a clinical application of a prognostic model? ,"Informing patients about their risk of developing illness 

Detecting atrial fibrillation automatically using a EKG 

Determining who should receive drugs for reducing heart attack risk 

Determining who should receive end of life care ",Detecting atrial fibrillation automatically using a EKG ,"Back
Prognostic Models

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
"Recall the MELD score from the lesson. What is the output for a person with 

Creatinine = 0.8 mg/dL, 

Bilirubin total = 1.5 mg/dL, 

INR = 1.3 

Remember that the final score is multiplied by 10. 

Please use natural logarithm instead of base 10 log.

You can also watch the video ""Liver Disease Mortality"" to review the calculation of the MELD score.

Variable

	

Coefficient




Ln Creatinine (mg/dL)  

	

0.957 




Ln Bilirubin total (mg/dL) 

	

0.378 




Ln INR 

	

1.120 




Intercept

	

0.643 ","7.44

None of the above 

0.876

8.76 ",8.76 ,"Back
Prognostic Models

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
"You’ve fit a linear model with no interaction terms, and which include Age (in years) as an input feature of the model. Also, you don't multiply the sum product by any scaling number (unlike the MELD score, for instance).

The risk score for a patient measured today is 0.56. 

The model's coefficient for age is 0.24. 

What will this patient's risk score be one year later, if all other features remain the same? ","0.80 

0.56 

Not enough information 

0.24 ",0.80 ,"Back
Prognostic Models

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
"A linear risk model for the risk of heart attack has three inputs: Age, Systolic Blood Pressure (BP), and the interaction term between Age and Systolic Blood Pressure.  The coefficients for Age, BP, and the interaction term are 0.1, 0.3, and 0.5.

Can you determine how an increase in blood pressure is affected by an increase in age?

HINT: here is the formula for the model:

𝑦
=
(
𝛽
𝐴
×
𝐴
𝑔
𝑒
)
+
(
𝛽
𝐵
×
𝐵
𝑃
)
+
(
𝛽
𝐴
𝐵
×
𝐴
𝑔
𝑒
×
𝐵
𝑃
)
y=(β
A
	​

×Age)+(β
B
	​

×BP)+(β
AB
	​

×Age×BP)","None of the above 

As you get older, the same increase in blood pressure leads to a LARGER change in your risk of heart attack.

As you get older, the same increase in blood pressure leads to a SMALLER change in your risk of heart attack.

The effect of blood pressure on risk is independent of age ","As you get older, the same increase in blood pressure leads to a LARGER change in your risk of heart attack.","Back
Prognostic Models

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
"If a feature 
𝑥
x has range 0 to 
∞
∞, then what is the range of 
ln
⁡
(
𝑥
)
ln(x)? ","(0, infinity) 

(-infinity, 1) 

(-infinity, infinity) 

None of the above ","(-infinity, infinity) ","Back
Prognostic Models

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
"True or False: If a > b, then ln(a) > ln(b). ","True

False",True,"Back
Prognostic Models

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
Which assignment of risk would make the following pair concordant? ,"(0.76, 0.34) 

(0.44, 0.44) 

(0.5, 0.83) 

None of the above ","(0.5, 0.83) ","Back
Prognostic Models

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
"What is the C-index for the following set of predictions? 

Patient

	

Event

	

Risk




1

	

Yes

	

0.74 




2

	

Yes

	

0.52




3

	

No

	

0.60




4

	

No

	

0.28","0.75 

0.5 

1.0 

0.25 ",0.75 ,"Back
Prognostic Models

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
What is the C-index for a model which always outputs 0.6 for any patient regardless of their health outcome?,"0.5 

0.6 

There is not enough information to say 

0.0 ",0.5 ,"Back
Prognostic Models

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
"Model 1 has a c-index of 0.7 and Model 2 has a c-index of 0.6. Which is more accurate using a threshold of 0.5 for the risk score? 

In other words, if the risk score is 0.5 or higher, predict that the patient will have the disease in the future.  If the risk score is < 0.5, predict that the patient will not have the disease.","They are equally as accurate 

Model 1 

Model 2 

There is not enough information to say ",There is not enough information to say ,"Back
Prognostic Models

Practice Quiz
.
 • 30 min
.
 • 
10 total points available.
10 total points

English"
True or False: A tree of depth 1 is more expressive than a classical linear model.  ,"True

False",False,"Back
Decision Trees, Missing Data and Imputation

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
"One way to aggregate predictions from multiple trees is by a majority vote. Using this aggregation rule, select the prediction of the following trees on the data point (x=4, y=7, z=2):   ","High risk

Low risk",Low risk,"Back
Decision Trees, Missing Data and Imputation

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
You’ve fit a random forest of 10 trees with max depth 20. Your training ROC is 0.99 and test ROC is 0.54. Which of the following is NOT a reasonable thing to try?  ,"Trying a linear model 

Increasing the number of trees 

Decreasing max depth 

Increasing the max depth ",Increasing the max depth ,"Back
Decision Trees, Missing Data and Imputation

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
When is complete case analysis least likely to bias your model? ,"Data is missing at random 

Dropping data will bias your model in all of the above cases 

Data is missing not at random 

Data is missing completely at random ",Data is missing completely at random ,"Back
Decision Trees, Missing Data and Imputation

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
"You have created a model using mean imputation. At test time, you should fill in missing values with:  ","0.0 

None of the above 

Mean from the train data 

Mean from the test data ",Mean from the train data ,"Back
Decision Trees, Missing Data and Imputation

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
"Let’s say blood pressure (BP) measurements are more likely to be missing among young people, who generally have lower blood pressure. You use mean imputation to train your model. Which option correctly characterizes the mean BP (after imputation) in your training dataset?  ","It is lower than the true mean 

None of the above 

It is higher than the true mean 

It is the same as the true mean ",It is higher than the true mean ,"Back
Decision Trees, Missing Data and Imputation

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
"You have trained the following tree and want to make a prediction on someone, but all you know is they are 40 years old, and do not have their blood pressure.

From you dataset, you learn the linear relationship between blood pressure and age is:

𝐵
𝑃
=
1.7
×
𝐴
𝑔
𝑒
+
60
BP=1.7×Age+60. 

Using regression imputation, and the decision tree shown here, what is your prediction for this person's risk of heart attack? ","High Risk

Low Risk",Low Risk,"Back
Decision Trees, Missing Data and Imputation

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
"Assume you have missing data on one of your features, and are considering two options:

Option 1: Drop the feature that has missing values and fit a linear regression on the remaining features.

Option 2: Use imputation on the feature that has missing values, and fit a linear regression on all features.

True or False: ""Both options have the same performance"".","False

True",False,"Back
Decision Trees, Missing Data and Imputation

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
"Let 
𝑓
(
𝑥
)
f(x) be the probability that a person with feature 
𝑥
x dies within 5 years. 

Let 
𝑆
𝑥
(
𝑡
)
S
x
	​

(t) be the survival function of a person with feature 
𝑥
x.  Assume t is measured in years. 

Which of the following is true? ","f(x) = 1-S_x(5) 

𝑓

(

𝑥

)

=

𝑆

𝑥

(

5

)

f(x)=S

x

	​



(5)

f(x) = S_x(0) ",f(x) = 1-S_x(5) ,"Back
Survival

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
The survival function is always: ,"Increasing

Linear

Decreasing",Decreasing,"Back
Survival

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
Which of the following is a difference between survival data and classification datasets?  ,"Survival data can be used to build prognostic models  

Classification dataset contain information on other features 

In survival data the labels are amounts of time and in classification data the labels are binary  ",In survival data the labels are amounts of time and in classification data the labels are binary  ,"Back
Survival

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
Which of the following is an example of censoring?  ,"Patient does not have the event by the end of the study period.

The patient withdraws from a study before having an event, and before the study ends.

Death due to other, unrelated causes (such as an automobile accident) ","Patient does not have the event by the end of the study period.
The patient withdraws from a study before having an event, and before the study ends.
Death due to other, unrelated causes (such as an automobile accident) ","Back
Survival

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
"Estimate 
𝑃
(
𝑇
>
2
∣
𝑇
>
=
2
)
P(T>2∣T>=2) from the following dataset:

i

	

𝑇
𝑖
T
i
	​





1

	

3




2

	

5




3

	

4+




4

	

2

Hint: 
𝑃
(
𝑇
>
2
∣
𝑇
>
=
2
)
=
(
1
−
𝑃
(
𝑇
=
2
∣
𝑇
>
=
2
)
)
P(T>2∣T>=2)=(1−P(T=2∣T>=2)). ","0

1/4 

3/4 

1/2 ",3/4 ,"Back
Survival

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
"Compute the probability of surviving up to 4 years 
𝑆
(
4
)
S(4) given the following dataset using the Kaplan Meier estimate:

i

	

T_i




1

	

3




2

	

5




3

	

4+




4

	

2

The Kaplan Meier Estimator is

𝑆
(
𝑡
)
=
∏
𝑖
=
0
𝑁
(
1
−
𝑑
𝑖
𝑛
𝑖
)
S(t)=∏
i=0
N
	​

(1−
n
i
	​

d
i
	​

	​

)","1/2 

1/4 

3/4

0",1/2 ,"Back
Survival

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
"Compute S(5) given the following dataset using the Kaplan Meier estimate (note, it's the same dataset as in the previous question).

i

	

T_i




1

	

3




2

	

5




3

	

4+




4

	

2

The Kaplan Meier Estimator is

𝑆
(
𝑡
)
=
∏
𝑖
=
0
𝑁
(
1
−
𝑑
𝑖
𝑛
𝑖
)
S(t)=∏
i=0
N
	​

(1−
n
i
	​

d
i
	​

	​

)

Hint: since we're using the same dataset as in the previous question, you may notice that

𝑆
(
5
)
=
𝑆
(
4
)
×
(
1
−
𝑑
5
𝑛
5
)
S(5)=S(4)×(1−
n
5
	​

d
5
	​

	​

)","1/2

0

3/4

1/4",0,"Back
Survival

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
"True or False: If t is larger than the longest survival time recorded in the dataset, then 
𝑆
(
𝑡
)
=
0
S(t)=0 according to the Kaplan-Meier estimate.  

The Kaplan Meier Estimator is

𝑆
(
𝑡
)
=
∏
𝑖
=
0
𝑁
(
1
−
𝑑
𝑖
𝑛
𝑖
)
S(t)=∏
i=0
N
	​

(1−
n
i
	​

d
i
	​

	​

)","True

False",False,"Back
Survival

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
"Person 1 has hazard 
ℎ
1
(
𝑡
)
=
1
h
1
	​

(t)=1, and Person 2 has hazard 
ℎ
2
(
𝑡
)
=
2
h
2
	​

(t)=2. What is the  probability of dying within the first year for each patient?

Hint: 

The survival function 
𝑆
(
𝑡
)
S(t) in terms of the hazard function is:

𝑆
(
𝑡
)
=
𝑒
−
∫
0
𝑡
ℎ
(
𝑠
)
𝑑
𝑠
S(t)=e
−∫
0
t
	​

h(s)ds","0.63, 0.86

0.6, 0.6 

0.37, 0.14 ","0.63, 0.86","Back
Week 4

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
"Let 
𝑇
>
0
T>0.  

For patient 1, let the survival function be 
𝑆
1
(
𝑡
)
S
1
	​

(t) and the hazard function be 
ℎ
1
(
𝑡
)
h
1
	​

(t).

For patient 2, let the survival function be 
𝑆
2
(
𝑡
)
S
2
	​

(t) and the hazard function be  
ℎ
2
(
𝑡
)
h
2
	​

(t) 

You see that 
𝑆
1
(
𝑇
)
>
𝑆
2
(
𝑇
)
S
1
	​

(T)>S
2
	​

(T).   The survival probability of patient 1 at time T is higher than the survival probability of patient 2 at time T.

Which of the following is true about the hazard of patient 1 and 2 at time T?

Hint:

𝑆
(
𝑡
)
=
𝑒
−
∫
0
𝑡
ℎ
(
𝑠
)
𝑑
𝑠
S(t)=e
−∫
0
t
	​

h(s)ds","h_1(T) > h_2(T) 

h_1(T) < h_2(T) 

h_1(T) = h_2(T) 

None of the above ",None of the above ,"Back
Week 4

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
"Now assume that the hazards for patient 1, 
ℎ
1
h
1
	​

 and for patient 2, 
ℎ
2
h
2
	​

 are proportional to each other.  Also assume  that 
𝑆
1
(
𝑇
)
>
𝑆
2
(
𝑇
)
S
1
	​

(T)>S
2
	​

(T) for some T > 0. 

Then which of the following is true about the hazards?","h_1(T) > h_2(T) 

h_1(T) = h_2(T) 

h_1(T) < h_2(T) ",h_1(T) < h_2(T) ,"Back
Week 4

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
"You’ve fit a Cox model on 2 features: age and smoking status. 

The coefficients of these features are:

𝛽
𝑎
𝑔
𝑒
=
0.9
β
age
	​

=0.9 and 
𝛽
𝑠
𝑚
𝑜
𝑘
𝑒
𝑟
=
10.0
β
smoker
	​

=10.0. 

What is the hazard ratio between Person 1, a 40 year old non-smoker, and Person 2, a 30 year old smoker?  

Recall that Cox Proportional Hazards assumes a model of the form: 

ℎ
(
𝑡
)
=
𝜆
0
(
𝑡
)
𝑒
(
𝛽
𝑎
𝑔
𝑒
×
𝐴
𝑔
𝑒
+
𝛽
𝑠
𝑚
𝑜
𝑘
𝑒
𝑟
×
𝑆
𝑚
𝑜
𝑘
𝑒
𝑟
)
h(t)=λ
0
	​

(t)e
(β
age
	​

×Age+β
smoker
	​

×Smoker)

We're asking you to find the ratio: 

ℎ
1
(
𝑡
)
ℎ
2
(
𝑡
)
h
2
	​

(t)
h
1
	​

(t)
	​
","0.37

2.64

2.7",0.37,"Back
Week 4

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
"You’ve fit a cox model and have the following coefficients: 

𝛽
𝑓
𝑒
𝑚
𝑎
𝑙
𝑒
=
−
1.0
β
female
	​

=−1.0

𝛽
𝑎
𝑔
𝑒
=
1.0
β
age
	​

=1.0,

𝛽
𝐵
𝑃
=
0.6
β
BP
	​

=0.6 

ℎ
(
𝑡
)
=
𝜆
0
(
𝑡
)
𝑒
(
(
𝛽
𝑓
𝑒
𝑚
𝑎
𝑙
𝑒
×
𝑓
𝑒
𝑚
𝑎
𝑙
𝑒
)
+
(
𝛽
𝑎
𝑔
𝑒
×
𝐴
𝑔
𝑒
)
+
(
𝛽
𝐵
𝑃
×
𝐵
𝑃
)
)
h(t)=λ
0
	​

(t)e
((β
female
	​

×female)+(β
age
	​

×Age)+(β
BP
	​

×BP))

Which of the following interpretations is most correct?  ","All other things held equal, having higher BP decreases your risk 

All other things held equal, having lower age increases your risk 

All other things held equal, being a female decreases your risk ","All other things held equal, being a female decreases your risk ","Back
Week 4

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
"Assume h_1(t) = t, and h_2(t) = 1.0. At which time T > 0 does S_1(T) = S_2(T)?  ","None of the above

0.5

2

1 ",2,"Back
Week 4

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
"Using the Nelson-Aalen estimator estimate H(7), the value of the cumulative hazard at t=7 for this dataset.  

ID

	

Outcome




1

	

3




2

	

4




3

	

8




4

	

6+

The Nelson-Aalen estimator is:

𝐻
(
𝑡
)
=
∑
𝑖
=
0
𝑡
𝑑
𝑖
𝑛
𝑖
H(t)=∑
i=0
t
	​

n
i
	​

d
i
	​

	​
","5/9

7/12

8/11",7/12,"Back
Week 4

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
Which risk assignments would make this pair concordant? ,"0.3, 0.8 

0.5, 0.3 

0.5, 0.5 

The pair is not permissible ",The pair is not permissible ,"Back
Week 4

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
"Compute the Harrell C-index for the following dataset and risk scores: 

ID

	

Outcome

	

Score




1

	

4

	

1.6




2

	

6+

	

1.2




3

	

5

	

0.8




4

	

7

	

0.1

Step 1: Find all the permissible pairs

Step 2: of the permissible pairs, determine which ones are concordant.

Step 3: of the permissible pairs, determine which ones are risk ties.

Harrell's c-index = 
𝑐
𝑜
𝑛
𝑐
𝑜
𝑟
𝑑
𝑎
𝑛
𝑡
+
0.5
×
𝑟
𝑖
𝑠
𝑘
𝑡
𝑖
𝑒
𝑠
𝑝
𝑒
𝑟
𝑚
𝑖
𝑠
𝑠
𝑖
𝑏
𝑙
𝑒
permissible
concordant+0.5×riskties
	​
","1.0

0.8

0.7",0.8,"Back
Week 4

Practice Quiz
.
 • 30 min
.
 • 
9 total points available.
9 total points

English"
You are part of a medical team trying to create an alternative treatment for patients with lung cancer. Your group performs several experiments and reports results with the following p-values. Which has the most statistically significant result?,"p-value = 0.0001

p-value = 0.0003

p-value = 0.5

p-value = 0.001",p-value = 0.0001,"Back
Measuring Treatment Effects

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
"Given an average risk reduction (ARR) of 0.2, on average, how many people need to receive the treatment in order to benefit one of them (NNT)?","5

10

20

0.8",5,"Back
Measuring Treatment Effects

Practice Quiz
.
 • 30 min
.
 • 
8 total points available.
8 total points

English"
