Question,Answer,Correct,Title
Which of the following reasons explain why neural networks are outperforming most other ML approaches?,"Large amounts of data
Available computational resources
Available infrastructure 
Advanced mathematics","Large amounts of data
Available computational resources
Available infrastructure ","Back
Recap Quiz

Graded Quiz
.
 • 8 min

English
DueJun 9, 11:59 PM +07"
What is meant by underfitting an ML model? ,"When the model memorizes the training data its given.
The model is too simplistic for the data it’s trying to represent.
The model is not fully trained.
The model uses too few hyperparameters.",The model is too simplistic for the data it’s trying to represent.,"Back
Recap Quiz

Graded Quiz
.
 • 8 min

English
DueJun 9, 11:59 PM +07"
Which of the following are advantages to using AI Platform Notebooks?  ,"Collaboration
They let you change underlying hardware
Perform computations on a virtual machine and not your local computer
They're open-source","Collaboration
They let you change underlying hardware
Perform computations on a virtual machine and not your local computer","Back
Recap Quiz

Graded Quiz
.
 • 8 min

English
DueJun 9, 11:59 PM +07"
"If you are long an asset (or instrument), what are some examples of pre-planned risk management?","A sell order above the current market price
A buy order above the current market price
A sell order below the current market price
A buy order below the current market price","A sell order above the current market price
A sell order below the current market price","Back
Recap Quiz

Graded Quiz
.
 • 8 min

English
DueJun 9, 11:59 PM +07"
Which of the following are examples of a combination of endogenous and exogenous trading rules,"Sell Microsoft if the closing price is below the daily average and the volume traded is higher than the previous day's volume
Sell Microsoft if the closing price is below the daily average and the closing price of SPY (S&P 500 ETF) is also below its daily average.
Sell Microsoft if trading volume is lower than the previous day and the unemployment rate increased during the previous month.
Buy Apple if reported quarterly profits are up and Microsoft's reported quarterly sales are down.","Sell Microsoft if the closing price is below the daily average and the closing price of SPY (S&P 500 ETF) is also below its daily average.
Sell Microsoft if trading volume is lower than the previous day and the unemployment rate increased during the previous month.","Back
Recap Quiz

Graded Quiz
.
 • 8 min

English
DueJun 9, 11:59 PM +07"
"You have sold short Amazon at 1,800 and have a 50 basis point profit objective, Which order should you place for your profit exit?","Buy Amazon at 1,890
Sell Amazon at 1,890
Buy Amazon at 1,710
Sell Amazon at 1,710","Buy Amazon at 1,710","Back
Recap Quiz

Graded Quiz
.
 • 8 min

English
DueJun 9, 11:59 PM +07"
If you sell MSFT at 150  and have a profit objective of 500 basis points and a loss tolerance of 200 basis points what exit orders should you place?,"Buy MSFT at 147 and buy MSFT at 157.5
Sell MSFT at 147 and sell MSFT at 157.5
Buy MSFT at 142.5 and buy MSFT at 153
Buy MSFT at 147 and buy MSFT at 153",Buy MSFT at 142.5 and buy MSFT at 153,"Back
Recap Quiz

Graded Quiz
.
 • 8 min

English
DueJun 9, 11:59 PM +07"
You are trading Alphabet (GOOG) and have entered with a buy of 1000 shares at $1100. You have a profit target of 400 basis points and a dynamic stop-loss initially set at 200 basis points below your entry point. During the next week the trading range for GOOG is 1080 to 1130.  At the end of the week the price of GOOG is 1110 and your trade is still open. What exit orders do you currently have in the market?,"Stop-loss order to sell GOOG at 1078 and a limit order to sell GOOG at 1144.
Stop-loss order to sell GOOG at 1107.40 and a limit order to sell GOOG at 1175.2.
Stop-loss order to sell GOOG at 1107.40 and a limit order to sell GOOG at 1144.
Stop-loss order to sell GOOG at 1100 and a limit order to sell GOOG at 1144",Stop-loss order to sell GOOG at 1107.40 and a limit order to sell GOOG at 1144.,"Back
Recap Quiz

Graded Quiz
.
 • 8 min

English
DueJun 9, 11:59 PM +07"
"You are trading Microsoft (MSFT) and have shorted 1,000 shares at $160. You have a profit target of 500 basis points and a variable dynamic stop-loss initially set at 300 basis points above your entry point.

Your risk management strategy is to reduce the size of your stop-loss margin by 50% of your unrealized profit ( on your MSFT short position and to have the stop-loss level adjust to the current MSFT price if your trade has an unrealized profit. If your trade has an unrealized loss the stop-loss level stays at the original level

During the next 5 days the trading range for MSFT is 154 to 164. At the end of the week the price of MSFT is 154 and your trade is still open. What exit orders do you currently have in the market?","Stop-loss order to buy MSFT at 161.62 and a limit order to buy back MSFT at 152.
Stop-loss order to buy MSFT at 158.62 and a limit order to buy back MSFT at 152.
Stop-loss order to buy MSFT at 164.80 and a limit order to buy back MSFT at 152.
Stop-loss order to buy MSFT at 155.62 and a limit order to buy back MSFT at 152.",Stop-loss order to buy MSFT at 155.62 and a limit order to buy back MSFT at 152.,"Back
Recap Quiz

Graded Quiz
.
 • 8 min

English
DueJun 9, 11:59 PM +07"
If you believe that the price and volume history of an asset are all that is needed to design a trading strategy then you would would use an endogenous trading rule. What is the theoretical justification for using this type of strategy?,"Asset prices follow a random walk with equal probabilities of increasing and decreasing
Fundamental data such as historic earning and sales growth are already fully reflected in the current market price and so have no predictive power.
Markets are efficient and fully incorporate all available information (both public and private).
Asset and market prices tend to have momentum so that stocks whose prices are in an up trends tend to increase in value and those in a downtrend tend to decrease in value.","Fundamental data such as historic earning and sales growth are already fully reflected in the current market price and so have no predictive power.
Asset and market prices tend to have momentum so that stocks whose prices are in an up trends tend to increase in value and those in a downtrend tend to decrease in value.","Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
"The basic trading model parameters are entry signal, profit exit, stop-loss and time-out. How can you use these parameters and machine learning to optimize your trading strategy?","Vary the the type of entry signal and profit exit levels in backtesting with the objective of maximizing risk adjusted return (Sharpe ratio).
Vary the the type of entry signal and profit exit levels in backtesting with the objective of maximizing profit.
Vary the the type of entry signal, profit exit levels,  stop loss levels and trade completion time limits in backtesting with the objective of maximizing risk adjusted return (Sharpe ratio) within your tolerance for PnL volatility and maximum drawdown.","Vary the the type of entry signal, profit exit levels,  stop loss levels and trade completion time limits in backtesting with the objective of maximizing risk adjusted return (Sharpe ratio) within your tolerance for PnL volatility and maximum drawdown.","Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
The main benefit of a dynamic stop loss over a static stop loss is that:,"Dynamic stop losses increase your expected returns from a trading strategy.
Dynamic stop losses guarantee that your strategy will not make a loss even if it is stopped out.
Dynamic stop losses reduce the expected risk of your strategy.",Dynamic stop losses reduce the expected risk of your strategy.,"Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
Endogenous trading rules are often created by:,"Technical analysts
Statistical arbitrage traders
Strategists
Quantitative trading groups",Technical analysts,"Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
You can choose two moving average window lengths so that the crossovers will most closely match the optimal buy and sell points in your historical data. What is the weakness of this strategy?,"You may end up with non-standard window lengths that are not widely used.
You end up using arbitrary window lengths to fit your data.
It is better to use a single moving average and choose the window length to create the crossover points that most closely match the optimal buy and sell points.",You end up using arbitrary window lengths to fit your data.,"Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
Which of the following are advantages of using moving average ribbons instead of selecting two moving average window lengths to identify buy and sell signals?,"You avoid overfitting your data with specific moving average window lengths.
Using a moving average ribbon will give you many more buy and sell signals than using two moving average windows
By looking at the entire 'shape' of the ribbon rather than two specific window lengths, you can get a better quality trading signal.","You avoid overfitting your data with specific moving average window lengths.
By looking at the entire 'shape' of the ribbon rather than two specific window lengths, you can get a better quality trading signal.","Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
"It is important to keep in mind that the beta of a stock is just an estimate based on the regression of the stocks performance each day versus the daily performance of the overall market. Beta can change depending on the historical period you are using for the regression. This is why, for trading, you need to use a fairly recent historical period that will be a good predictor of the stocks performance in the future.

What is the advantage of using a beta-hedged long-short pair versus a single stock?","Beta hedging attempts to balance the market risk of the long side of the pair with the market risk of the short side.
Beta hedging hedges out all risks from your pair strategy.
Beta hedging hedges out the unsystematic risk of your pair strategy.",Beta hedging attempts to balance the market risk of the long side of the pair with the market risk of the short side.,"Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
MSFT is currently trading at 150 with a beta of 0.8 and AAPL is at 250 with a beta of 1.2. Create a beta hedged strategy where you are long 1000 shares of AAPL. How many shares of MSFT should you be short?,"Short 1000 shares of MSFT
Short 1500 shares of MSFT
Short 1667 shares of MSFT
Short 2500 shares of MSFT",Short 2500 shares of MSFT,"Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
We are going to be choosing a pair of stocks from the technology sector ETF (XLK). It is unlikely that the stocks in the pair will have a negative correlation because: ,"All of the stocks in the technology sector are in the same business and serve the same market so they should all move up and down together
Stocks trading in the same market, such as U.S. large caps, tend to have price movements that are correlated with the overall market ","Stocks trading in the same market, such as U.S. large caps, tend to have price movements that are correlated with the overall market ","Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
A cluster plot shows each of 68 stocks in a 2-dimensional plane.  This is an example of Dimensionality Reduction where Dimension 1 and 2 are chosen through a process called feature extraction. Dimension 1 and 2 are chosen so as to:,"Create the maximum number of clusters
Minimize the distance between clusters and maximize the distance between the members of each cluster.
Maximize the distance between clusters and minimize the distance between the members of each cluster.",Maximize the distance between clusters and minimize the distance between the members of each cluster.,"Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
Principal Components Analysis (PCA)  is a common dimensionality reduction method that uses feature extraction (synthetic dimensions) as opposed to feature selection (where selected dimensions are the most significant natural features of the data such as engine displacement and horsepower which we saw in the previous example). It is easier to think in terms of natural features but from a statistical perspective their main weaknesses are:,"There are often many features so it is hard for one feature to be highly significant
The features often have a high degree of collinearity and so are highly correlated.
Feature selection is subjective as opposed to PCA which is objective.","There are often many features so it is hard for one feature to be highly significant
The features often have a high degree of collinearity and so are highly correlated.","Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
"If you were going to enter a pairs trade with KLAC and ADSK, the decision about which stock to go long and which to short would depend on on your analysis of each company's exposure to Component 2. We talked before about how Component 1 was closely related to Beta and KLAC and ADSK have fairly similar Betas. Component 2 could be similar to the 'Value' factor which explains returns based on the Price/Earnings ratios of stocks. In the XLK ETF, stocks with higher Component 2 loadings tend to be growth stocks and those with negative loadings tend to be value stocks. ADSK has a P/E ratio of about 275 versus KLAC's P/E of 25.

To justify going long KLAC and short ADSK you would need to expect that:","The market will place a higher value on earnings growth potential than current earnings
P/E ratios will remain stable for KLAC and ADSK and earnings will increase by the same percentage for both companies
The market will become more risk averse",The market will become more risk averse,"Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
In backtesting your trading strategy has a win percentage of 75%. The average win is $1500 and the average loss is $4000. Commissions and fees are $50. What is the expected profit or loss of your strategy?,"$2550 loss
$125 profit
$75 profit",$75 profit,"Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
"You have backtested two trading strategies using 5 separate historical data sets. Both strategies require the investment of $10,000 in trading capital. Strategy 1 yielded an average return of $1500 over the 5 data sets with an average variation in the return of $300. Strategy 2 yielded an average return of $1600 with an average variation of $600. Which strategy would you choose for implementation and why would you choose it?","Strategy 1 because it has the lowest risk. The volatility of the expected return is $300/$1500 = 20%
Strategy 2 because it has the highest expected return = $1600/$10000 = 16%
Strategy 1 because it has the highest risk-adjusted return",Strategy 1 because it has the highest risk-adjusted return,"Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
"We talked about dynamically updating the choice of stocks in the pair based on changes in the loadings of the Principal Components. We expected that the chosen pair of stocks, ADSK and KLAC would have a negative correlation with respect to Principal Component 2. What would happen if you reran the PCA on new data and the Componet 2 loadings for ADSK and KLAC were almost equal?","You would continue to trade the pair as long as it didn't hit the stop loss.
You would close out the trade and begin backtesting to develop new strategies.
You would close out the trade and identify a new pair candidates based on updated loadings in Component 1 and 2.",You would close out the trade and identify a new pair candidates based on updated loadings in Component 1 and 2.,"Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
Time of day and day of the week effects need to be factored into a trading strategy to account for changes in:,"Market mood that causes prices to drop on Mondays and rise on Fridays
Volume as the first 15 minutes of the trading day tends to have lighter volume as the market is still finding its level.
Volume and volatility",Volume and volatility,"Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
Kalman estimators are different from moving averages in that they provide:,"A weighted average of the historical prices with more recent prices weighted more heavily
A random walk estimate of the mean of the price distribution
A variable length moving average of historical prices.",A random walk estimate of the mean of the price distribution,"Back
Understand Quantitative Strategies

Graded Quiz

English
DueMay 26, 11:59 PM +07"
What is the advantage of trading a long-short pair of stocks versus a single stock?,"You exposure to market risk is lower
You can lower your exposure to industry and sector risk
You double your expected return","You exposure to market risk is lower
You can lower your exposure to industry and sector risk","Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
A long-short pairs trade will have a positive return if:,"The long side has a larger negative return than the short side.
The long side has a smaller positive return than the short side
The long side has a smaller negative return than the short side.
The long side has a larger positive return than the short side.","The long side has a smaller negative return than the short side.
The long side has a larger positive return than the short side.","Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
"Your fundamental and statistical research indicate that Oracle (ORCL) will outperform Salesforce (CRM) over the next quarter. Oracle is currently trading at $50 and has a beta of 1.15. Salesforce is trading at $165 and has a beta of 1.22. You have total trading capital of $10,000,000 and your risk management team say you can can only allocate 5% to each strategy. If you fully allocate to a long ORCL, short CRM pair, how many shares of CRM should you short if you want the strategy to be beta hedged?","2,484 shares of Salesforce (CRM)
3,030 shares of Salesforce (CRM)
2,856 shares of Salesforce (CRM)","2,856 shares of Salesforce (CRM)","Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
"When we ran a principal components analysis of the 68 stocks in the XLK Technology ETF, our first component, PC1 explained a little over 50% of the variation in returns for the XLK stocks. All of the stocks had positive loadings in PC1. Why did we chose a pair of stocks that had equal loadings in this dimension?","We wanted to create a long-short pair of to stocks in the same industry sub-sector and equal loadings in PC1 indicate that the stocks are in the same sub-sector.
We wanted to create a long-short pair of stocks that were hedged in their main exposure to variations in the overall returns of the XLK portfolio of stocks. 
We wanted to create a long-short pair of to stocks with the same price/earnings ratio which is one way to measure the Value factor. ",We wanted to create a long-short pair of stocks that were hedged in their main exposure to variations in the overall returns of the XLK portfolio of stocks. ,"Back
Pairs Trading Strategy concepts

Graded Quiz

English
DueJun 16, 11:59 PM +07"
